Title,Date
"Friends: Temporada 2: Cuando muere el Dr. Ramoray","21/10/20"
"Friends: Temporada 2: Cuando llega Eddie","21/10/20"
"Friends: Temporada 2: Joey se muda","21/10/20"
"Friends: Temporada 2: El reencuentro de Ross y Rachel","20/10/20"
"Friends: Temporada 2: El video del baile","20/10/20"
"Friends: Temporada 2: Después del Superbowl (Parte 2)","20/10/20"
"Friends: Temporada 2: Después del Superbowl (Parte 1)","20/10/20"
"Friends: Temporada 2: Boda de lesbianas","20/10/20"
"Friends: Temporada 2: Ross y Russ","19/10/20"
"Friends: Temporada 2: El papá de Phoebe","19/10/20"
"Friends: Temporada 2: La lista","19/10/20"
"Friends: Temporada 2: Ross se entera de la verdad","19/10/20"
"Friends: Temporada 2: El bebé en autobús","19/10/20"
"Friends: Temporada 2: Carne para cinco y una berenjena","19/10/20"
"Friends: Temporada 2: Llegó el esposo de Phoebe","19/10/20"
"Friends: Temporada 2: El Sr. Heckles pasó a mejor vida","19/10/20"
"Friends: Temporada 2: La leche materna","19/10/20"
"Friends: Temporada 2: La nueva novia de Ross","19/10/20"
"Friends: Temporada 1: Uno con el detergente de lavandería de Alemania del Este","19/10/20"
"Friends: Temporada 1: Rachel por fin se da cuenta","18/10/20"
"Friends: Temporada 1: El del nacimiento","18/10/20"
"Friends: Temporada 1: El extraño factor","18/10/20"
"Friends: Temporada 1: La falsa Mónica","18/10/20"
"Friends: Temporada 1: El cruel ortodoncista","18/10/20"
"Friends: Temporada 1: El día que Marcel se fue","17/10/20"
"Friends: Temporada 1: Jugando póquer","17/10/20"
"Friends: Temporada 1: Segunda de dos partes","17/10/20"
"Friends: Temporada 1: Primera de dos partes","16/10/20"
"Friends: Temporada 1: El intoxicado","16/10/20"
"Friends: Temporada 1: Corazones de dulce","16/10/20"
"Friends: Temporada 1: Hablemos de senos","16/10/20"
"Friends: Temporada 1: Uno con la Sra. Bing","16/10/20"
"Friends: Temporada 1: Uno con el mono","16/10/20"
"Friends: Temporada 1: Día de Acción de Gracias","16/10/20"
"Friends: Temporada 1: Donde nani muere dos veces","16/10/20"
"Friends: Temporada 1: El apagón","16/10/20"
"Friends: Temporada 1: El hombre del trasero","16/10/20"
"Friends: Temporada 1: Uno con George Stephanopoulos","16/10/20"
"Friends: Temporada 1: Uno con el pulgar","15/10/20"
"Friends: Temporada 1: Donde el ultrasonido llega al final","15/10/20"
"Friends: Temporada 1: Estreno","15/10/20"
"La ley de los audaces: Temporada 9: El último engaño","22/8/20"
"La ley de los audaces: Temporada 9: Explotar","22/8/20"
"La ley de los audaces: Temporada 9: El dilema del prisionero","22/8/20"
"La ley de los audaces: Temporada 9: La ruta panorámica","22/8/20"
"La ley de los audaces: Temporada 9: Lo que sea necesario","21/8/20"
"La ley de los audaces: Temporada 9: Si te queda el zapato...","21/8/20"
"La ley de los audaces: Temporada 9: El Cairo","21/8/20"
"La ley de los audaces: Temporada 9: Molino de viento","20/8/20"
"La ley de los audaces: Temporada 9: Perito judicial","20/8/20"
"La ley de los audaces: Temporada 9: Todo ha cambiado","20/8/20"
"La ley de los audaces: Temporada 8: Harvey","20/8/20"
"La ley de los audaces: Temporada 8: Caballo de acecho","20/8/20"
"La ley de los audaces: Temporada 8: Como gotas de agua","20/8/20"
"La ley de los audaces: Temporada 8: El bien de todos","20/8/20"
"La ley de los audaces: Temporada 8: Caza de ballenas","20/8/20"
"La ley de los audaces: Temporada 8: Rocky 8","20/8/20"
"La ley de los audaces: Temporada 8: Socio director","20/8/20"
"La ley de los audaces: Temporada 8: Moción para postergar","20/8/20"
"La ley de los audaces: Temporada 8: Coral Gables","19/8/20"
"La ley de los audaces: Temporada 8: Frustración","19/8/20"
"La ley de los audaces: Temporada 8: Gatos, ballet y Harvey Specter","19/8/20"
"La ley de los audaces: Temporada 8: Adiós, lodo","19/8/20"
"La ley de los audaces: Temporada 8: Ingreso por metro cuadrado","19/8/20"
"La ley de los audaces: Temporada 8: Promesas","19/8/20"
"La ley de los audaces: Temporada 8: Lucha por el poder","19/8/20"
"La ley de los audaces: Temporada 8: Su mano derecha","19/8/20"
"La ley de los audaces: Temporada 7: Adiós","19/8/20"
"La ley de los audaces: Temporada 7: Lloriqueando","19/8/20"
"La ley de los audaces: Temporada 7: Basta de anticonceptivos","19/8/20"
"La ley de los audaces: Temporada 7: La despedida","19/8/20"
"La ley de los audaces: Temporada 7: Un hombre malo","19/8/20"
"La ley de los audaces: Temporada 7: Verdades difíciles","18/8/20"
"Ahora son trece","10/7/20"
"Juegos locales: Temporada 1: Calcio storico","10/7/20"
"Baby: El aprendiz del crimen","1/7/20"
"Eric Andre: Legalicen todo","28/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Sozin's Comet: Parte 4: Avatar Aang","25/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Sozin's Comet: Parte 3: Into the Inferno","25/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Sozin's Comet: Parte 2: The Old Masters","25/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Sozin's Comet: Parte 1: The Phoenix King","25/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Los actores de la isla Ember","25/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Los invasores del sur","25/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Boiling Rock: Parte 2","25/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Boiling Rock: Parte 1","25/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Los maestros del Fuego control","25/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: El templo Aire del oeste","25/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Day of the Black Sun: Parte 2","24/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Day of the Black Sun: Parte 1","24/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Pesadillas y fantasías","24/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: La titiritera","24/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: La fugitiva","24/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: El avatar y el señor del Fuego","24/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: La playa","24/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: El maestro de Sokka","24/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: La dama pintada","24/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: El pañuelo en la cabeza","24/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: El despertar","24/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La encrucijada del destino","23/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El gurú","23/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El rey de la Tierra","23/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El lago Laogai","23/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La odisea de Appa","23/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Aventuras en Ba Sing Se","23/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La ciudad de muros y secretos","23/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Journey to Ba Sing Se: Part 2: The Drill","23/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Journey to Ba Sing Se: Part 1: The Serpent's Pass","23/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El desierto","23/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La biblioteca","22/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Trabajo duro","22/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La persecución","22/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Zuko solitario","22/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La bandida ciega","22/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El día del avatar","22/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El pantano","22/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El regreso a Omashu","22/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La cueva de los Dos enamorados","21/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El estado avatar","21/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El trono del Norte: Segunda parte","21/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El trono del Norte: Primera parte","21/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El maestro del Agua control","21/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Los planeadores","21/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El desertor","21/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Bato de la tribu Agua","21/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Predicciones","21/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El espíritu azul","21/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Tormenta","21/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El cañón de la muerte","21/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Jet","20/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El pergamino de los maestros Agua","20/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Solsticio de invierno: Parte 2: El Avatar Roku","20/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Solsticio de invierno: Parte 1: El mundo de los espíritus","20/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Prisioneros","20/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El rey de Omashu","20/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Los guerreros de Kyoshi","20/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El templo del Aire del Sur","20/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El Avatar regresa","20/6/20"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El niño en el iceberg","20/6/20"
"Diamantes en bruto","18/6/20"
"Community: Temporada 2: Advanced Dungeons and Dragons","11/6/20"
"13 Reasons Why: Temporada 4: Adiós","7/6/20"
"13 Reasons Why: Temporada 4: Baile de graduación","7/6/20"
"13 Reasons Why: Temporada 4: Aceptación o rechazo","6/6/20"
"13 Reasons Why: Temporada 4: Entrevista","6/6/20"
"13 Reasons Why: Temporada 4: Jueves","6/6/20"
"13 Reasons Why: Temporada 4: Fiesta","6/6/20"
"13 Reasons Why: Temporada 4: Campamento de último año","6/6/20"
"13 Reasons Why: Temporada 4: San Valentín","5/6/20"
"13 Reasons Why: Temporada 4: Visita a la universidad","5/6/20"
"13 Reasons Why: Temporada 4: Vacaciones de invierno","5/6/20"
"Fuerza Espacial: Temporada 1: El lanzamiento","29/5/20"
"Stranger Things: Stranger Things 3: Capítulo ocho: La batalla de Starcourt","29/5/20"
"Stranger Things: Stranger Things 3: Capítulo siete: La picadura","29/5/20"
"Stranger Things: Stranger Things 3: Capítulo seis: E pluribus unum","29/5/20"
"Stranger Things: Stranger Things 3: Capítulo cinco: Los desollados","29/5/20"
"El último baile: Temporada 1: Episodio X","28/5/20"
"Stranger Things: Stranger Things 3: Capítulo cuatro: La prueba del sauna","28/5/20"
"El último baile: Temporada 1: Episodio IX","28/5/20"
"Stranger Things: Stranger Things 3: Capítulo tres: El caso de la guardavidas perdida","28/5/20"
"El último baile: Temporada 1: Episodio VIII","28/5/20"
"Stranger Things: Stranger Things 3: Capítulo dos: Ratas de centro comercial","28/5/20"
"El último baile: Temporada 1: Episodio VII","28/5/20"
"Stranger Things: Stranger Things 3: Capítulo uno: ¿Me copias, Suzie?","28/5/20"
"El último baile: Temporada 1: Episodio VI","28/5/20"
"El último baile: Temporada 1: Episodio V","28/5/20"
"Stranger Things: Stranger Things 2: Capítulo nueve: El portal","27/5/20"
"Stranger Things: Stranger Things 2: Capítulo ocho: El azotamentes","27/5/20"
"Stranger Things: Stranger Things 2: Capítulo siete: La hermana perdida","27/5/20"
"Stranger Things: Stranger Things 2: Capítulo seis: El espía","27/5/20"
"Stranger Things: Stranger Things 2: Capítulo cinco: Dig Dug","27/5/20"
"The Redeemed and the Dominant: Fittest on Earth","26/5/20"
"Stranger Things: Stranger Things 2: Capítulo cuatro: Will, el Sabio","25/5/20"
"El último baile: Temporada 1: Episodio IV","24/5/20"
"Stranger Things: Stranger Things 2: Capítulo tres: El renacuajo","24/5/20"
"El último baile: Temporada 1: Episodio III","24/5/20"
"El último baile: Temporada 1: Episodio II","23/5/20"
"El último baile: Temporada 1: Episodio I","23/5/20"
"Stranger Things: Stranger Things 2: Capítulo dos: Dulce o truco, bicho raro","23/5/20"
"Bill Gates bajo la lupa: Miniserie: Parte 3","23/5/20"
"Stranger Things: Stranger Things 2: Capítulo uno: MADMAX","22/5/20"
"Bill Gates bajo la lupa: Miniserie: Parte 2","22/5/20"
"Stranger Things: Capítulo ocho: El otro lado","22/5/20"
"Bill Gates bajo la lupa: Miniserie: Parte 1","22/5/20"
"Stranger Things: Capítulo siete: La bañera","22/5/20"
"Especial 20 años Fútbol de Primera: Especial 20 años de Fútbol de Primera: Episodio 1","22/5/20"
"Stranger Things: Capítulo seis: El monstruo","22/5/20"
"Stranger Things: Capítulo cinco: La pulga y el acróbata","22/5/20"
"Stranger Things: Capítulo cuatro: El cuerpo","22/5/20"
"Stranger Things: Capítulo tres: Todo está bien","22/5/20"
"Stranger Things: Capítulo dos: La loca de la calle Maple","22/5/20"
"Stranger Things: Capítulo uno: La desaparición de Will Byers","22/5/20"
"Brooklyn Nine-Nine: Temporada 3: Ratones caseros","20/5/20"
"Rick y Morty: Temporada 1: Es hora de la fiesta","17/5/20"
"Rick y Morty: Temporada 4: Rattlestar Rickláctica","17/5/20"
"Rick y Morty: Temporada 3: Día de Rick y Morty","17/5/20"
"Rick y Morty: Temporada 3: Los recuerdos de Morty","16/5/20"
"Rick y Morty: Temporada 3: Pepinillo Rick","16/5/20"
"Middleditch & Schwartz: Temporada 1: Boda en el estacionamiento","16/5/20"
"Merlí: Temporada 3: Episodio 14","15/5/20"
"Merlí: Temporada 3: Episodio 13","15/5/20"
"Merlí: Temporada 3: Episodio 12","14/5/20"
"Merlí: Temporada 3: Episodio 11","14/5/20"
"Merlí: Temporada 3: Episodio 10","14/5/20"
"Merlí: Temporada 3: Episodio 9","14/5/20"
"Merlí: Temporada 3: Episodio 8","14/5/20"
"Merlí: Temporada 3: Episodio 7","14/5/20"
"Merlí: Temporada 3: Episodio 6","14/5/20"
"Merlí: Temporada 3: Episodio 5","13/5/20"
"Merlí: Temporada 3: Episodio 4","13/5/20"
"Merlí: Temporada 3: Episodio 3","13/5/20"
"Merlí: Temporada 3: Episodio 2","12/5/20"
"Atlanta: Robbin' Season: Mentalidad de cangrejo","12/5/20"
"Merlí: Temporada 3: Episodio 1","12/5/20"
"Atlanta: Robbin' Season: Fubu","11/5/20"
"Atlanta: Robbin' Season: Al norte de la frontera","11/5/20"
"Día de pinta","11/5/20"
"Atlanta: Robbin' Season: Bosque","11/5/20"
"Atlanta: Robbin' Season: La cara del champán","11/5/20"
"Atlanta: Robbin' Season: Teddy Perkins","11/5/20"
"Atlanta: Robbin' Season: Barbería","11/5/20"
"Atlanta: Robbin' Season: Helen","11/5/20"
"Atlanta: Robbin' Season: Alguien con plata","11/5/20"
"Atlanta: Robbin' Season: Luciendo ondas","11/5/20"
"Atlanta: Robbin' Season: El hombre caimán","11/5/20"
"Merlí: Temporada 2: Episodio 13","11/5/20"
"Merlí: Temporada 2: Episodio 12","11/5/20"
"Atlanta: Atlanta: Temporada 1: La chaqueta","11/5/20"
"Atlanta: Atlanta: Temporada 1: Juneteenth","10/5/20"
"Merlí: Temporada 2: Episodio 11","10/5/20"
"Atlanta: Atlanta: Temporada 1: El club","10/5/20"
"Atlanta: Atlanta: Temporada 1: B. A. N.","10/5/20"
"Merlí: Temporada 2: Episodio 10","10/5/20"
"Merlí: Temporada 2: Episodio 9","10/5/20"
"Merlí: Temporada 2: Episodio 8","10/5/20"
"Merlí: Temporada 2: Episodio 7","10/5/20"
"Atlanta: Atlanta: Temporada 1: Valor","10/5/20"
"Atlanta: Atlanta: Temporada 1: Biebermanía","10/5/20"
"Merlí: Temporada 2: Episodio 6","10/5/20"
"Atlanta: Atlanta: Temporada 1: El efecto Streisand","10/5/20"
"Atlanta: Atlanta: Temporada 1: Quebrado","10/5/20"
"Atlanta: Atlanta: Temporada 1: Calles sitiadas","10/5/20"
"Atlanta: Atlanta: Temporada 1: El Big Bang","10/5/20"
"Merlí: Temporada 2: Episodio 5","9/5/20"
"Merlí: Temporada 2: Episodio 4","9/5/20"
"Merlí: Temporada 2: Episodio 3","9/5/20"
"Merlí: Temporada 2: Episodio 2","8/5/20"
"Merlí: Temporada 2: Episodio 1","8/5/20"
"Merlí: Temporada 1: Nietzsche","8/5/20"
"Merlí: Temporada 1: Hume","8/5/20"
"Merlí: Temporada 1: Los sofistas","8/5/20"
"Merlí: Temporada 1: Los escépticos","8/5/20"
"Merlí: Temporada 1: Epicuro","8/5/20"
"Merlí: Temporada 1: Guy Debord","7/5/20"
"Merlí: Temporada 1: Foucault","7/5/20"
"Merlí: Temporada 1: Schopenhauer","7/5/20"
"Merlí: Temporada 1: Sócrates","7/5/20"
"Merlí: Temporada 1: Aristóteles","7/5/20"
"Merlí: Temporada 1: Maquiavelo","7/5/20"
"Merlí: Temporada 1: Platón","7/5/20"
"Merlí: Temporada 1: Los peripatéticos","7/5/20"
"Misión de rescate","5/5/20"
"Vikingos: Temporada 4: Dos viajes","4/5/20"
"Vikingos: Temporada 4: La visión","4/5/20"
"Vikingos: Temporada 4: El forastero","1/5/20"
"The Midnight Gospel: Temporada 1: Medita como Cristo","25/4/20"
"La caída de la Casa Blanca","25/4/20"
"Birdman o la inesperada virtud de la ignorancia","24/4/20"
"Brooklyn Nine-Nine: Temporada 6: El escuadrón suicida","24/4/20"
